date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:42:18	12275/12275	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/	F:/My%20Website/Bootstrap/getbootstrap.com/index.html	(from )
15:42:19	124/124	---MCZ	200	added ('OK')	text/plain	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/robots.txt		(from )
15:42:19	22594/22594	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/assets/css/docs.min.css	F:/My%20Website/Bootstrap/getbootstrap.com/assets/css/docs.min.css	(from http://getbootstrap.com/)
15:42:20	2130/2130	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/assets/js/ie-emulation-modes-warning.js	F:/My%20Website/Bootstrap/getbootstrap.com/assets/js/ie-emulation-modes-warning.js	(from http://getbootstrap.com/)
15:42:20	122540/122540	---MCZ	200	added ('OK')	text/css	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/dist/css/bootstrap.min.css	F:/My%20Website/Bootstrap/getbootstrap.com/dist/css/bootstrap.min.css	(from http://getbootstrap.com/)
15:42:20	6140/6140	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/apple-touch-icon.png	F:/My%20Website/Bootstrap/getbootstrap.com/apple-touch-icon.png	(from http://getbootstrap.com/)
15:42:20	5430/5430	---MCZ	200	added ('OK')	image/x-icon	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/favicon.ico	F:/My%20Website/Bootstrap/getbootstrap.com/favicon.ico	(from http://getbootstrap.com/)
15:42:21	26303/26303	---MC-	200	added ('OK')	text/javascript	date:Thu,%2010%20Sep%202015%2010:52:20%20GMT	http://www.google-analytics.com/analytics.js	F:/My%20Website/Bootstrap/www.google-analytics.com/analytics.js	(from http://getbootstrap.com/)
15:42:21	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2031%20Oct%202015%2010:10:44%20GMT	http://getbootstrap.com/getting-started	F:/My%20Website/Bootstrap/getbootstrap.com/getting-started	(from http://getbootstrap.com/)
15:42:24	71803/71803	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/getting-started/	F:/My%20Website/Bootstrap/getbootstrap.com/getting-started/index.html	(from http://getbootstrap.com/)
15:42:27	208831/208831	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/javascript/	F:/My%20Website/Bootstrap/getbootstrap.com/javascript/index.html	(from http://getbootstrap.com/)
15:42:27	14588/14588	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/assets/img/sass-less.png	F:/My%20Website/Bootstrap/getbootstrap.com/assets/img/sass-less.png	(from http://getbootstrap.com/)
15:42:27	312609/312609	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/css/	F:/My%20Website/Bootstrap/getbootstrap.com/css/index.html	(from http://getbootstrap.com/)
15:42:27	305866/305866	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/components/	F:/My%20Website/Bootstrap/getbootstrap.com/components/index.html	(from http://getbootstrap.com/)
15:42:27	6654/6654	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/assets/img/devices.png	F:/My%20Website/Bootstrap/getbootstrap.com/assets/img/devices.png	(from http://getbootstrap.com/)
15:42:28	3110/3110	---M--	200	added ('OK')	image/png	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/assets/img/components.png	F:/My%20Website/Bootstrap/getbootstrap.com/assets/img/components.png	(from http://getbootstrap.com/)
15:42:28	144108/144108	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/customize/	F:/My%20Website/Bootstrap/getbootstrap.com/customize/index.html	(from http://getbootstrap.com/)
15:42:50	128948/128948	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2023:24:07%20GMT	http://expo.getbootstrap.com/thumbs/riot-thumb.jpg	F:/My%20Website/Bootstrap/expo.getbootstrap.com/thumbs/riot-thumb.jpg	(from http://getbootstrap.com/)
15:42:50	129392/129392	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2023:24:07%20GMT	http://expo.getbootstrap.com/thumbs/newsweek-thumb.jpg	F:/My%20Website/Bootstrap/expo.getbootstrap.com/thumbs/newsweek-thumb.jpg	(from http://getbootstrap.com/)
15:42:53	11627/11627	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/2.3.2/	F:/My%20Website/Bootstrap/getbootstrap.com/2.3.2/index.html	(from http://getbootstrap.com/)
15:42:54	18869/18869	---MCZ	200	added ('OK')	text/html	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/about/	F:/My%20Website/Bootstrap/getbootstrap.com/about/index.html	(from http://getbootstrap.com/)
15:42:56	36816/36816	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/dist/js/bootstrap.min.js	F:/My%20Website/Bootstrap/getbootstrap.com/dist/js/bootstrap.min.js	(from http://getbootstrap.com/)
15:43:00	46533/46533	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/assets/js/docs.min.js	F:/My%20Website/Bootstrap/getbootstrap.com/assets/js/docs.min.js	(from http://getbootstrap.com/)
15:43:01	641/641	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/assets/js/ie10-viewport-bug-workaround.js	F:/My%20Website/Bootstrap/getbootstrap.com/assets/js/ie10-viewport-bug-workaround.js	(from http://getbootstrap.com/)
15:43:07	92973/92973	---M-Z	200	added ('OK')	application/javascript	etag:%22b8c490cc31f15b5d15f584816c174031+gzip%22	https://platform.twitter.com/widgets.js	F:/My%20Website/Bootstrap/platform.twitter.com/widgets.js	(from http://getbootstrap.com/)
15:43:07	277108/277108	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2023:24:07%20GMT	http://expo.getbootstrap.com/thumbs/lyft-thumb.jpg	F:/My%20Website/Bootstrap/expo.getbootstrap.com/thumbs/lyft-thumb.jpg	(from http://getbootstrap.com/)
15:43:07	95992/95992	---MC-	200	added ('OK')	text/javascript	date:Fri,%2016%20Oct%202015%2018:27:31%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	F:/My%20Website/Bootstrap/ajax.googleapis.com/ajax/libs/jquery/1.11.3/jquery.min.js	(from http://getbootstrap.com/)
15:43:08	3854/3854	---M-Z	200	added ('OK')	application/x-javascript	date:Wed,%2004%20Mar%202015%2019:00:07%20GMT	http://secure.gaug.es/track.js	F:/My%20Website/Bootstrap/secure.gaug.es/track.js	(from http://getbootstrap.com/)
15:43:08	294637/294637	---M--	200	added ('OK')	image/jpeg	date:Mon,%2012%20Oct%202015%2023:24:07%20GMT	http://expo.getbootstrap.com/thumbs/vogue-thumb.jpg	F:/My%20Website/Bootstrap/expo.getbootstrap.com/thumbs/vogue-thumb.jpg	(from http://getbootstrap.com/)
15:43:11	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.eot	F:/My%20Website/Bootstrap/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.eot	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
15:43:11	18028/18028	---M--	200	added ('OK')	application/font-woff2	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff2	F:/My%20Website/Bootstrap/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff2	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
15:43:12	23424/23424	---M--	200	added ('OK')	application/font-woff	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff	F:/My%20Website/Bootstrap/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.woff	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
15:43:12	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.eot?	F:/My%20Website/Bootstrap/getbootstrap.com/dist/fonts/glyphicons-halflings-regulard41d.eot	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
15:43:15	45404/45404	---MCZ	200	added ('OK')	application/x-font-ttf	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.ttf	F:/My%20Website/Bootstrap/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.ttf	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
15:43:15	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2028%20Oct%202015%2020:07:49%20GMT	http://getbootstrap.com/dist/fonts/glyphicons-halflings-regular.svg	F:/My%20Website/Bootstrap/getbootstrap.com/dist/fonts/glyphicons-halflings-regular.svg	(from http://getbootstrap.com/dist/css/bootstrap.min.css)
